gp,rcu,rcu_eff,rep,hostmm_ms,threads,gomaxprocs
64,expedited,1,27,0.13,16,64
64,expedited,1,28,0.024,15,64
64,expedited,1,29,0.027,14,64
64,expedited,1,30,0.020,16,64
64,expedited,1,31,0.13,13,64
64,expedited,1,32,0.027,15,64
64,expedited,1,33,0.13,15,64
64,expedited,1,34,0.13,16,64
64,expedited,1,35,0.19,16,64
64,expedited,1,36,0.14,15,64
64,expedited,1,37,0.12,15,64
64,expedited,1,38,0.034,15,64
64,expedited,1,39,0.14,15,64
64,expedited,1,40,0.15,16,64
96,expedited,1,1,0.027,15,96
96,expedited,1,2,0.024,16,96
96,expedited,1,3,0.024,14,96
96,expedited,1,4,0.024,17,96
96,expedited,1,5,0.034,13,96
96,expedited,1,6,0.025,16,96
96,expedited,1,7,0.26,14,96
96,expedited,1,8,0.028,13,96
96,expedited,1,9,0.13,16,96
96,expedited,1,10,0.18,13,96
96,expedited,1,11,0.19,13,96
96,expedited,1,12,0.13,17,96
96,expedited,1,13,0.13,16,96
96,expedited,1,14,0.028,18,96
96,expedited,1,15,0.13,14,96
96,expedited,1,16,0.16,16,96
96,expedited,1,17,0.024,16,96
96,expedited,1,18,0.024,17,96
96,expedited,1,19,0.14,15,96
96,expedited,1,20,0.13,17,96
96,expedited,1,21,0.14,16,96
96,expedited,1,22,0.12,16,96
96,expedited,1,23,0.18,15,96
96,expedited,1,24,0.13,16,96
96,expedited,1,25,0.12,19,96
96,expedited,1,26,0.025,15,96
96,expedited,1,27,0.024,14,96
96,expedited,1,28,0.19,15,96
96,expedited,1,29,0.14,16,96
96,expedited,1,30,0.12,13,96
96,expedited,1,31,0.13,13,96
96,expedited,1,32,0.14,14,96
96,expedited,1,33,0.13,17,96
96,expedited,1,34,0.022,16,96
96,expedited,1,35,0.025,15,96
96,expedited,1,36,0.12,15,96
96,expedited,1,37,0.027,16,96
96,expedited,1,38,0.026,16,96
96,expedited,1,39,0.028,16,96
96,expedited,1,40,0.025,15,96
